token,symbol,exch_seg
464635,SILVERM19JUN26127250CE,MCX
464638,SILVERM19JUN26128000CE,MCX
464658,SILVERM26MAY26113500PE,MCX
464659,SILVERM26MAY26113250PE,MCX
464660,SILVERM26MAY26113000PE,MCX
464661,SILVERM26MAY26112750PE,MCX
464663,SILVERM26MAY26112250PE,MCX
464667,SILVERM26MAY26111250PE,MCX
464672,SILVERM26MAY26110000PE,MCX
464676,SILVERM26MAY26109000PE,MCX
464685,SILVERM26MAY26119750PE,MCX
464686,SILVERM26MAY26120000PE,MCX
464687,SILVERM26MAY26120250PE,MCX
464695,SILVERM26MAY26122250PE,MCX
464699,SILVERM26MAY26123250PE,MCX
464708,SILVERM26MAY26125500PE,MCX
464722,SILVERM19JUN26117500PE,MCX
464725,SILVERM19JUN26116750PE,MCX
464734,SILVERM19JUN26114500PE,MCX
464736,SILVERM19JUN26114000PE,MCX
464749,SILVERM19JUN26110750PE,MCX
464758,SILVERM19JUN26108500PE,MCX
464791,SILVERM19JUN26126250PE,MCX
464803,SILVER24JUN26108250CE,MCX
464805,SILVER24JUN26107750CE,MCX
464807,SILVER26MAY26108000PE,MCX
464812,SILVERM26MAY26108000CE,MCX
464814,SILVERM26MAY26107500CE,MCX
464818,SILVERM26MAY26108000PE,MCX
464839,SILVER24JUN26128750PE,MCX
464847,SILVERM26MAY26128750CE,MCX
464849,SILVERM26MAY26129250CE,MCX
464852,SILVERM26MAY26130000CE,MCX
464855,SILVERM26MAY26130750CE,MCX
464859,SILVERM26MAY26131750CE,MCX
464868,SILVERM19JUN26130000CE,MCX
464869,SILVERM19JUN26130250CE,MCX
464881,SILVERM26MAR26128500PE,MCX
464912,SILVERM19JUN26131750PE,MCX
464927,CRUDEOIL16OCT255600CE,MCX
464937,CRUDEOIL16OCT255250CE,MCX
464942,CRUDEOIL16OCT255000CE,MCX
464973,CRUDEOIL16OCT256550CE,MCX
464978,CRUDEOIL16OCT256800CE,MCX
465027,CRUDEOIL16OCT256750PE,MCX
465090,SILVER26NOV25125250CE,MCX
465114,SILVER24FEB26127750CE,MCX
465117,SILVER24FEB26128500CE,MCX
465169,SILVER28OCT25126250PE,MCX
465193,SILVER27JAN26128500PE,MCX
465210,SILVER26MAY26129500PE,MCX
465214,SILVER26MAY26130500PE,MCX
465216,SILVER24JUN26129250PE,MCX
465220,SILVER24JUN26130250PE,MCX
465252,SILVERM28OCT25126000CE,MCX
465259,SILVERM19NOV25125750CE,MCX
465265,SILVERM24DEC25127500CE,MCX
465277,SILVERM27JAN26128500CE,MCX
465280,SILVERM18FEB26127250CE,MCX
465285,SILVERM18FEB26128500CE,MCX
465294,SILVERM26MAR26130500CE,MCX
465340,SILVERM19NOV25126000PE,MCX
465345,SILVERM24DEC25127500PE,MCX
465346,SILVERM24DEC25127750PE,MCX
465351,SILVERM27JAN26127000PE,MCX
465388,ZINC24OCT25285PE,MCX
465397,CRUDEOILM16OCT255200CE,MCX
465414,CRUDEOILM16OCT255700CE,MCX
465417,CRUDEOILM16OCT255850CE,MCX
465419,CRUDEOILM16OCT255950CE,MCX
465430,CRUDEOILM16OCT256500CE,MCX
465436,CRUDEOILM16OCT256800CE,MCX
465438,CRUDEOILM16OCT256900CE,MCX
465489,CRUDEOIL16OCT254350CE,MCX
465511,GOLD30APR26110300CE,MCX
465529,GOLD27FEB26109200PE,MCX
465536,GOLD30APR26109400PE,MCX
465551,GOLD27MAY26109600PE,MCX
465552,GOLD27MAY26109700PE,MCX
465554,GOLD27MAY26109900PE,MCX
465598,SILVER24DEC25128750CE,MCX
465612,SILVER26MAR26130250CE,MCX
465614,SILVER24APR26130000CE,MCX
465637,SILVER24DEC25128750PE,MCX
465642,SILVER27JAN26129000PE,MCX
465646,SILVER24FEB26129000PE,MCX
465652,SILVER24APR26129750PE,MCX
465687,SILVERM26MAY26133000CE,MCX
465699,SILVERM19JUN26134000CE,MCX
465709,SILVERM19NOV25126750PE,MCX
465716,SILVERM18FEB26129250PE,MCX
465722,SILVERM21APR26131000PE,MCX
465739,SILVERM19JUN26134000PE,MCX
465742,ZINC24OCT25287.5CE,MCX
465748,CRUDEOILM16OCT254300PE,MCX
465777,SILVER26MAR26130500CE,MCX
465783,SILVER24APR26131000CE,MCX
465795,SILVER26MAY26131750PE,MCX
465796,SILVER24JUN26131750PE,MCX
465801,SILVERM27JAN26129500CE,MCX
465802,SILVERM18FEB26129500CE,MCX
465806,SILVERM21APR26132000CE,MCX
465812,SILVERM18FEB26129500PE,MCX
465816,SILVERM21APR26132000PE,MCX
465848,NATURALGAS24OCT25310PE,MCX
465849,NATURALGAS27JAN26FUT,MCX
465858,NATURALGAS24OCT25285CE,MCX
465870,NATURALGAS24OCT25320CE,MCX
465891,NATURALGAS24OCT25275PE,MCX
465897,NATURALGAS24OCT25245PE,MCX
465911,NATURALGAS24OCT25370PE,MCX
465915,CRUDEOILM16OCT256950CE,MCX
465919,NATGASMINI24OCT25295CE,MCX
465942,NATGASMINI24OCT25355CE,MCX
465951,NATGASMINI24OCT25290PE,MCX
465953,NATGASMINI24OCT25280PE,MCX
465958,NATGASMINI24OCT25255PE,MCX
465962,NATGASMINI24OCT25235PE,MCX
465964,NATGASMINI24OCT25305PE,MCX
466008,CRUDEOILM16OCT257300CE,MCX
466009,CRUDEOILM16OCT257150PE,MCX
466017,LEADMINI31DEC25FUT,MCX
466019,STEELREBAR31DEC25FUT,MCX
466020,ZINC31DEC25FUT,MCX
466026,GOLDGUINEA28NOV25FUT,MCX
466029,SILVERMIC30APR26FUT,MCX
466032,COTTONOIL28NOV25FUT,MCX
466039,COPPER21NOV25875CE,MCX
466051,COPPER24OCT25855PE,MCX
466053,COPPER21NOV25885PE,MCX
466060,COPPER21NOV25895PE,MCX
466068,SILVER26MAY26107250CE,MCX
466072,SILVER26MAY26106250CE,MCX
466076,SILVER24JUN26107500CE,MCX
466081,SILVER24JUN26106250CE,MCX
466082,SILVER24JUN26106000CE,MCX
466093,SILVER26MAY26105500PE,MCX
466115,ZINC21NOV25282.5CE,MCX
466121,ZINC21NOV25255PE,MCX
466127,ZINC21NOV25277.5PE,MCX
466130,ZINC21NOV25285PE,MCX
466134,COPPER21NOV25930PE,MCX
466182,GOLDM29OCT2599900CE,MCX
466206,GOLDM29OCT2597500CE,MCX
466212,GOLDM29OCT2596900CE,MCX
466213,GOLDM29OCT2596800CE,MCX
466215,GOLDM29OCT2596600CE,MCX
466227,GOLDM29OCT25102400CE,MCX
466228,GOLDM29OCT25102500CE,MCX
466243,GOLDM29OCT25104000CE,MCX
466248,GOLDM29OCT25104500CE,MCX
466250,GOLDM29OCT25104700CE,MCX
466251,GOLDM29OCT25104800CE,MCX
466259,GOLDM29OCT25105600CE,MCX
466262,GOLDM29OCT25105900CE,MCX
466267,GOLDM29OCT25106400CE,MCX
466283,GOLDM29OCT2599800PE,MCX
466298,GOLDM29OCT2598300PE,MCX
466301,GOLDM29OCT2598000PE,MCX
466311,GOLDM29OCT2597000PE,MCX
466325,GOLDM29OCT25102200PE,MCX
466327,GOLDM29OCT25102400PE,MCX
466329,GOLDM29OCT25102600PE,MCX
466339,GOLDM29OCT25103600PE,MCX
466349,GOLDM29OCT25104600PE,MCX
466353,GOLDM29OCT25105000PE,MCX
466359,GOLDM29OCT25105600PE,MCX
466364,GOLDM29OCT25106100PE,MCX
466391,GOLD26NOV25107300PE,MCX
466413,GOLD31OCT25107600CE,MCX
466419,GOLD26NOV25107600CE,MCX
466420,GOLD26NOV25107700CE,MCX
466444,GOLD27MAY26110600CE,MCX
466471,GOLD27JAN26108400PE,MCX
466472,GOLD27JAN26108500PE,MCX
466482,GOLD24MAR26109800PE,MCX
466488,GOLD27MAY26110600PE,MCX
466489,GOLD27MAY26110700PE,MCX
466504,GOLDM29OCT25107300CE,MCX
466525,NICKEL19NOV25FUT,MCX
466532,GOLDM29OCT2596200PE,MCX
466533,GOLDM29OCT2596100PE,MCX
466554,ZINC21NOV25292.5CE,MCX
466569,NATGASMINI24OCT25220PE,MCX
466590,GOLD30JUN26103600CE,MCX
466606,GOLD30JUN26102000CE,MCX
466609,GOLD30JUN26101700CE,MCX
466627,GOLD30JUN2699900CE,MCX
466629,GOLD30JUN2699700CE,MCX
466638,GOLD30JUN26104000CE,MCX
466643,GOLD30JUN26104500CE,MCX
466648,GOLD30JUN26105000CE,MCX
466653,GOLD30JUN26105500CE,MCX
457819,SILVERM21APR26102250PE,MCX
457826,SILVERM21APR26104000PE,MCX
457829,SILVERM21APR26104750PE,MCX
457837,SILVERM21APR26106750PE,MCX
457859,SILVER24APR26111750CE,MCX
457850,SILVERM21APR26110000PE,MCX
457853,SILVERM21APR26110750PE,MCX
457854,SILVERM21APR26111000PE,MCX
457886,CRUDEOIL19NOV25FUT,MCX
457992,SILVER24APR26112000CE,MCX
458100,SILVER24APR26112750PE,MCX
458108,SILVERM21APR26112750PE,MCX
458125,GOLD24MAR26106000CE,MCX
458146,SILVER24APR26113750PE,MCX
458148,NATGASMINI24NOV25FUT,MCX
458297,LEADMINI31OCT25FUT,MCX
458301,ZINCMINI31OCT25FUT,MCX
458395,GOLD31DEC25105900CE,MCX
458407,GOLD27FEB26106100CE,MCX
458408,GOLD27FEB26106200CE,MCX
458452,GOLD27FEB26106800PE,MCX
458419,GOLD24MAR26106300CE,MCX
458437,GOLD27JAN26105400PE,MCX
458450,GOLD27FEB26106600PE,MCX
458464,GOLD24MAR26107000PE,MCX
458480,SILVERM21APR26114500CE,MCX
458497,SILVERM21APR26116250PE,MCX
458460,GOLD24MAR26106600PE,MCX
458513,GOLD24MAR26107300CE,MCX
458514,GOLD24MAR26107400CE,MCX
458515,GOLD31DEC25106200PE,MCX
458575,GOLD27JAN26107300CE,MCX
458596,GOLD24MAR26107800CE,MCX
458606,GOLD24MAR26108800CE,MCX
458625,GOLD31DEC25106600PE,MCX
458633,GOLD31DEC25107400PE,MCX
458637,GOLD27JAN26106500PE,MCX
458646,GOLD27JAN26107400PE,MCX
458655,GOLD27FEB26108100PE,MCX
458658,GOLD27FEB26108400PE,MCX
458689,SILVER24APR26116250CE,MCX
458915,SILVER24APR26117250CE,MCX
458918,SILVER24APR26118000CE,MCX
458938,SILVER24APR26117750PE,MCX
458958,SILVERM21APR26118500CE,MCX
458960,SILVERM21APR26119000CE,MCX
458962,SILVERM21APR26119500CE,MCX
458970,SILVERM21APR26117250PE,MCX
458971,SILVERM21APR26117500PE,MCX
458974,SILVERM21APR26118250PE,MCX
459021,SILVER24APR26120000PE,MCX
459023,SILVER24APR26120500PE,MCX
459046,SILVERM21APR26119750PE,MCX
459048,SILVERM21APR26120250PE,MCX
459089,SILVER26NOV25119250CE,MCX
459091,SILVER26NOV25119750CE,MCX
459096,SILVER24FEB26121250CE,MCX
459118,SILVER26NOV25118250PE,MCX
459124,SILVER26NOV25119750PE,MCX
459136,SILVER24APR26122250PE,MCX
459174,SILVERM19NOV25118000PE,MCX
459178,SILVERM19NOV25119000PE,MCX
459184,SILVERM21APR26121500PE,MCX
459261,SILVER27JAN26111000CE,MCX
459263,SILVER26MAR26112250CE,MCX
459270,SILVERM28OCT25109250PE,MCX
459272,SILVERM24DEC25110750PE,MCX
459276,SILVERM26MAR26111750PE,MCX
459402,GOLD27JAN26107800CE,MCX
459411,GOLD24MAR26109000CE,MCX
459413,GOLD30APR26102100CE,MCX
459425,GOLD30APR26100900CE,MCX
459426,GOLD30APR26100800CE,MCX
459429,GOLD30APR26100500CE,MCX
459435,GOLD30APR2699900CE,MCX
459438,GOLD30APR2699600CE,MCX
459440,GOLD30APR2699400CE,MCX
459465,GOLD30APR26102500CE,MCX
459480,GOLD30APR26104000CE,MCX
459496,GOLD30APR26105600CE,MCX
459497,GOLD30APR26105700CE,MCX
459501,GOLD30APR26106100CE,MCX
459522,GOLD27MAY26101200CE,MCX
459527,GOLD27MAY26100700CE,MCX
459529,GOLD27MAY26100500CE,MCX
459533,GOLD27MAY26100100CE,MCX
459559,GOLD27MAY2697500CE,MCX
459580,GOLD27MAY26104000CE,MCX
459590,GOLD27MAY26105000CE,MCX
459598,GOLD27MAY26105800CE,MCX
459603,GOLD27MAY26106300CE,MCX
459610,GOLD27MAY26107000CE,MCX
459694,GOLD27JAN26108000PE,MCX
459699,GOLD27FEB26109100PE,MCX
459700,GOLD24MAR26108900PE,MCX
459704,GOLD30APR26102000PE,MCX
459706,GOLD30APR26101800PE,MCX
459719,GOLD30APR26100500PE,MCX
459737,GOLD30APR2698700PE,MCX
459740,GOLD30APR2698400PE,MCX
459747,GOLD30APR2697700PE,MCX
459767,GOLD30APR26103700PE,MCX
459773,GOLD30APR26104300PE,MCX
459787,GOLD30APR26105700PE,MCX
459798,GOLD30APR26106800PE,MCX
459818,GOLD27MAY26100600PE,MCX
459841,GOLD27MAY2698300PE,MCX
459857,GOLD27MAY26102700PE,MCX
459859,GOLD27MAY26102900PE,MCX
459868,GOLD27MAY26103800PE,MCX
459869,GOLD27MAY26103900PE,MCX
459871,GOLD27MAY26104100PE,MCX
459880,GOLD27MAY26105000PE,MCX
460172,SILVER28OCT25108250CE,MCX
460190,SILVER28OCT25103750CE,MCX
460207,SILVER28OCT2599500CE,MCX
460226,SILVER28OCT25113750CE,MCX
460228,SILVER28OCT25114250CE,MCX
460239,SILVER28OCT25117000CE,MCX
460224,SILVER28OCT25113250CE,MCX
460241,SILVER28OCT25117500CE,MCX
460251,SILVER24DEC25110250CE,MCX
460262,SILVER24DEC25107500CE,MCX
460274,SILVER24DEC25104500CE,MCX
460278,SILVER24DEC25103500CE,MCX
460281,SILVER24DEC25102750CE,MCX
460284,SILVER24DEC25102000CE,MCX
460297,SILVER24DEC25113250CE,MCX
460308,SILVER24DEC25116000CE,MCX
460325,SILVER24DEC25120250CE,MCX
460342,SILVER27JAN26107500CE,MCX
460347,SILVER27JAN26106250CE,MCX
460348,SILVER27JAN26106000CE,MCX
460349,SILVER27JAN26105750CE,MCX
460352,SILVER27JAN26105000CE,MCX
460354,SILVER27JAN26104500CE,MCX
460388,SILVER27JAN26116000CE,MCX
460357,SILVER27JAN26103750CE,MCX
460363,SILVER27JAN26102250CE,MCX
460381,SILVER27JAN26114250CE,MCX
460391,SILVER27JAN26116750CE,MCX
460413,SILVER26MAR26111000CE,MCX
460416,SILVER26MAR26110250CE,MCX
460417,SILVER26MAR26110000CE,MCX
460439,SILVER26MAR26104500CE,MCX
460447,SILVER26MAR26102500CE,MCX
460460,SILVER26MAR26115250CE,MCX
460655,SILVER28OCT25107500PE,MCX
460664,SILVER28OCT25105250PE,MCX
460668,SILVER28OCT25104250PE,MCX
460693,SILVER28OCT25110500PE,MCX
460695,SILVER28OCT25111000PE,MCX
460707,SILVER28OCT25114000PE,MCX
460715,SILVER28OCT25116000PE,MCX
460716,SILVER28OCT25116250PE,MCX
460718,SILVER28OCT25116750PE,MCX
460720,SILVER28OCT25117250PE,MCX
460723,SILVER28OCT25118000PE,MCX
460725,SILVER28OCT25118500PE,MCX
460729,SILVER24DEC25110750PE,MCX
460739,SILVER24DEC25108250PE,MCX
460751,SILVER24DEC25105250PE,MCX
460753,SILVER24DEC25104750PE,MCX
460764,SILVER24DEC25102000PE,MCX
460768,SILVER24DEC25101000PE,MCX
460777,SILVER24DEC25113250PE,MCX
460786,SILVER24DEC25115500PE,MCX
460797,SILVER24DEC25118250PE,MCX
460807,SILVER24DEC25120750PE,MCX
460810,SILVER27JAN26110500PE,MCX
460831,SILVER27JAN26105250PE,MCX
460839,SILVER27JAN26103250PE,MCX
460849,SILVER27JAN26111250PE,MCX
460853,SILVER27JAN26112250PE,MCX
460866,SILVER27JAN26115500PE,MCX
460871,SILVER27JAN26116750PE,MCX
460942,SILVER26MAR26115750PE,MCX
460872,SILVER27JAN26117000PE,MCX
460910,SILVER26MAR26106750PE,MCX
460922,SILVER26MAR26103750PE,MCX
461143,SILVERM28OCT25105250CE,MCX
461144,SILVERM28OCT25105000CE,MCX
461160,SILVERM28OCT25101000CE,MCX
461172,SILVERM28OCT25110000CE,MCX
461177,SILVERM28OCT25111250CE,MCX
461191,SILVERM28OCT25114750CE,MCX
461207,SILVERM28OCT25118750CE,MCX
461214,SILVERM24DEC25109250CE,MCX
461222,SILVERM24DEC25107250CE,MCX
461226,SILVERM24DEC25106250CE,MCX
461228,SILVERM24DEC25105750CE,MCX
461248,SILVERM24DEC25100750CE,MCX
461249,SILVERM24DEC25111000CE,MCX
461251,SILVERM24DEC25111500CE,MCX
461254,SILVERM24DEC25112250CE,MCX
461256,SILVERM24DEC25112750CE,MCX
461276,SILVERM24DEC25117750CE,MCX
461297,SILVERM27JAN26108500CE,MCX
461264,SILVERM24DEC25114750CE,MCX
461287,SILVERM24DEC25120500CE,MCX
461308,SILVERM27JAN26105750CE,MCX
461313,SILVERM27JAN26104500CE,MCX
461324,SILVERM27JAN26101750CE,MCX
461328,SILVERM27JAN26100750CE,MCX
461343,SILVERM27JAN26114500CE,MCX
461367,SILVERM27JAN26120500CE,MCX
461388,SILVERM26MAR26106750CE,MCX
461393,SILVERM26MAR26105500CE,MCX
461396,SILVERM26MAR26104750CE,MCX
461405,SILVERM26MAR26102500CE,MCX
461421,SILVERM26MAR26115250CE,MCX
461426,SILVERM26MAR26116500CE,MCX
461620,SILVERM28OCT25106250PE,MCX
461628,SILVERM28OCT25104250PE,MCX
461660,SILVERM28OCT25111750PE,MCX
461703,SILVERM24DEC25107250PE,MCX
461709,SILVERM24DEC25105750PE,MCX
461712,SILVERM24DEC25105000PE,MCX
461727,SILVERM24DEC25101250PE,MCX
461705,SILVERM24DEC25106750PE,MCX
461730,SILVERM24DEC25111000PE,MCX
461735,SILVERM24DEC25112250PE,MCX
461738,SILVERM24DEC25113000PE,MCX
461747,SILVERM24DEC25115250PE,MCX
461748,SILVERM24DEC25115500PE,MCX
461762,SILVERM24DEC25119000PE,MCX
461770,SILVERM27JAN26110500PE,MCX
461779,SILVERM27JAN26108250PE,MCX
461780,SILVERM27JAN26108000PE,MCX
461781,SILVERM27JAN26107750PE,MCX
461786,SILVERM27JAN26106500PE,MCX
461794,SILVERM27JAN26104500PE,MCX
461817,SILVERM27JAN26112750PE,MCX
461850,SILVERM26MAR26111500PE,MCX
461854,SILVERM26MAR26110500PE,MCX
461863,SILVERM26MAR26108250PE,MCX
461893,SILVERM26MAR26113000PE,MCX
461875,SILVERM26MAR26105250PE,MCX
461886,SILVERM26MAR26102500PE,MCX
461887,SILVERM26MAR26102250PE,MCX
461894,SILVERM26MAR26113250PE,MCX
461914,SILVERM26MAR26118250PE,MCX
461921,SILVERM26MAR26120000PE,MCX
461926,SILVERM26MAR26121250PE,MCX
461929,SILVERM26MAR26122000PE,MCX
461997,GOLD30APR26108300CE,MCX
462008,GOLD27MAY26107600CE,MCX
462016,GOLD27MAY26108400CE,MCX
462020,GOLD27MAY26108800CE,MCX
462032,GOLD30APR26108200PE,MCX
462033,GOLD30APR26108300PE,MCX
462036,GOLD30APR26108600PE,MCX
462053,GOLD27MAY26108500PE,MCX
462077,SILVERM21APR26122250CE,MCX
462083,SILVERM28OCT25119250PE,MCX
462090,SILVERM26MAR26123000PE,MCX
462092,SILVERM21APR26122250PE,MCX
462115,GOLD27MAY26109100PE,MCX
462167,SILVER26NOV25120500CE,MCX
462170,SILVER26NOV25121250CE,MCX
462187,SILVER27JAN26122250CE,MCX
462188,SILVER27JAN26122500CE,MCX
462197,SILVER24FEB26122000CE,MCX
462203,SILVER24FEB26123500CE,MCX
462218,SILVER24APR26123000CE,MCX
462269,SILVER28OCT25120750PE,MCX
462291,SILVER24DEC25123750PE,MCX
462293,SILVER27JAN26121500PE,MCX
462302,SILVER27JAN26123750PE,MCX
462317,SILVER26MAR26123250PE,MCX
462322,SILVER26MAR26124500PE,MCX
462323,SILVER26MAR26124750PE,MCX
462325,SILVER26MAR26125250PE,MCX
462385,SILVERM19NOV25121000CE,MCX
462324,SILVER26MAR26125000PE,MCX
462383,SILVERM19NOV25120500CE,MCX
462389,SILVERM24DEC25121500CE,MCX
462390,SILVERM24DEC25121750CE,MCX
462399,SILVERM27JAN26121750CE,MCX
462402,SILVERM27JAN26122500CE,MCX
462406,SILVERM18FEB26121250CE,MCX
462466,SILVERM19NOV25119750PE,MCX
462469,SILVERM19NOV25120500PE,MCX
462477,SILVERM24DEC25122000PE,MCX
462478,SILVERM24DEC25122250PE,MCX
462480,SILVERM24DEC25122750PE,MCX
462496,SILVERM18FEB26122250PE,MCX
462500,SILVERM18FEB26123250PE,MCX
462502,SILVERM26MAR26123750PE,MCX
462642,SILVERM21APR26124750CE,MCX
462865,GOLD27MAY2697000CE,MCX
462889,SILVER24DEC25100750CE,MCX
462897,SILVER27JAN26100250CE,MCX
462900,SILVER27JAN2699500CE,MCX
462919,SILVER28OCT2598500PE,MCX
462923,SILVER24DEC25100750PE,MCX
462978,SILVERM28OCT2598000PE,MCX
462979,SILVERM28OCT2597750PE,MCX
462987,SILVERM27JAN2699750PE,MCX
463141,GOLD30APR2696800CE,MCX
463174,GOLD30APR2695700CE,MCX
463147,GOLD30APR2696800PE,MCX
463151,GOLD27MAY2696700PE,MCX
463169,GOLD30APR2696200CE,MCX
463186,GOLD27MAY2695800CE,MCX
463213,GOLD27MAY2695700PE,MCX
463282,ZINC24OCT25262.5PE,MCX
463287,COPPER24OCT25880CE,MCX
463307,COPPER24OCT25925PE,MCX
463309,COPPER24OCT25935PE,MCX
463353,ZINC24OCT25255PE,MCX
463355,ZINC24OCT25250PE,MCX
463357,ZINC24OCT25245PE,MCX
463361,ZINC24OCT25272.5PE,MCX
463623,ZINC24OCT25240CE,MCX
463713,SILVER28OCT25123000CE,MCX
463803,SILVER28OCT25123500PE,MCX
463718,SILVER28OCT25124250CE,MCX
463728,SILVER26NOV25123750CE,MCX
463738,SILVER24DEC25125500CE,MCX
463884,SILVERM28OCT25121750CE,MCX
463885,SILVERM28OCT25122000CE,MCX
463889,SILVERM28OCT25123000CE,MCX
463894,SILVERM28OCT25124250CE,MCX
463907,SILVERM24DEC25123750CE,MCX
463908,SILVERM24DEC25124000CE,MCX
463933,SILVERM18FEB26124250CE,MCX
463935,SILVERM18FEB26124750CE,MCX
463940,SILVERM18FEB26126000CE,MCX
463957,SILVERM21APR26126250CE,MCX
463958,SILVERM21APR26126500CE,MCX
463963,SILVERM21APR26127750CE,MCX
464008,SILVERM28OCT25124000PE,MCX
464015,SILVERM19NOV25123000PE,MCX
464024,SILVERM24DEC25124250PE,MCX
464025,SILVERM24DEC25124500PE,MCX
464029,SILVERM24DEC25125500PE,MCX
464040,SILVERM27JAN26125250PE,MCX
464069,SILVERM21APR26125500PE,MCX
464050,SILVERM18FEB26124750PE,MCX
464073,SILVERM21APR26126500PE,MCX
464079,SILVERM21APR26128000PE,MCX
464086,SILVER26MAR26125500CE,MCX
464095,SILVER26MAR26127750CE,MCX
464100,SILVER24APR26125750CE,MCX
464111,SILVER24APR26128500CE,MCX
464112,SILVER26MAR26125500PE,MCX
464133,SILVER24APR26127500PE,MCX
464164,SILVER26MAY26117250CE,MCX
464172,SILVER26MAY26115250CE,MCX
464190,SILVER26MAY26110750CE,MCX
464224,SILVER26MAY26124750CE,MCX
464226,SILVER26MAY26125250CE,MCX
464256,SILVER24JUN26114250CE,MCX
464264,SILVER24JUN26112250CE,MCX
464269,SILVER24JUN26111000CE,MCX
464274,SILVER24JUN26109750CE,MCX
464282,SILVER24JUN26119250CE,MCX
464291,SILVER24JUN26121500CE,MCX
464284,SILVER24JUN26119750CE,MCX
464300,SILVER24JUN26123750CE,MCX
464310,SILVER24JUN26126250CE,MCX
464312,SILVER24JUN26126750CE,MCX
464333,SILVER26MAY26115000PE,MCX
464334,SILVER26MAY26114750PE,MCX
464341,SILVER26MAY26113000PE,MCX
464343,SILVER26MAY26112500PE,MCX
464347,SILVER26MAY26111500PE,MCX
464354,SILVER26MAY26109750PE,MCX
464355,SILVER26MAY26109500PE,MCX
464357,SILVER26MAY26109000PE,MCX
464358,SILVER26MAY26108750PE,MCX
464362,SILVER26MAY26119250PE,MCX
464373,SILVER26MAY26122000PE,MCX
464383,SILVER26MAY26124500PE,MCX
464393,SILVER26MAY26127000PE,MCX
464397,SILVER26MAY26128000PE,MCX
464408,SILVER24JUN26116250PE,MCX
464428,SILVER24JUN26111250PE,MCX
464440,SILVER24JUN26118750PE,MCX
464443,SILVER24JUN26119500PE,MCX
464457,SILVER24JUN26123000PE,MCX
464461,SILVER24JUN26124000PE,MCX
464463,SILVER24JUN26124500PE,MCX
464493,SILVERM26MAY26114750CE,MCX
464496,SILVERM26MAY26114000CE,MCX
464504,SILVERM26MAY26112000CE,MCX
464512,SILVERM26MAY26110000CE,MCX
464513,SILVERM26MAY26109750CE,MCX
464516,SILVERM26MAY26109000CE,MCX
464531,SILVERM26MAY26121250CE,MCX
464533,SILVERM26MAY26121750CE,MCX
464535,SILVERM26MAY26122250CE,MCX
464551,SILVERM26MAY26126250CE,MCX
464556,SILVERM26MAY26127500CE,MCX
464561,SILVERM19JUN26117750CE,MCX
464583,SILVERM19JUN26112250CE,MCX
464588,SILVERM19JUN26111000CE,MCX
464590,SILVERM19JUN26110500CE,MCX
464601,SILVERM19JUN26118750CE,MCX
464614,SILVERM19JUN26122000CE,MCX
464615,SILVERM19JUN26122250CE,MCX
464619,SILVERM19JUN26123250CE,MCX
464627,SILVERM19JUN26125250CE,MCX
464631,SILVERM19JUN26126250CE,MCX
464634,SILVERM19JUN26127000CE,MCX
464651,SILVERM26MAY26115250PE,MCX
464654,SILVERM26MAY26114500PE,MCX
464669,SILVERM26MAY26110750PE,MCX
464682,SILVERM26MAY26119000PE,MCX
464683,SILVERM26MAY26119250PE,MCX
464692,SILVERM26MAY26121500PE,MCX
464705,SILVERM26MAY26124750PE,MCX
464713,SILVERM26MAY26126750PE,MCX
464723,SILVERM19JUN26117250PE,MCX
464728,SILVERM19JUN26116000PE,MCX
464729,SILVERM19JUN26115750PE,MCX
464740,SILVERM19JUN26113000PE,MCX
464746,SILVERM19JUN26111500PE,MCX
464762,SILVERM19JUN26119000PE,MCX
464763,SILVERM19JUN26119250PE,MCX
464780,SILVERM19JUN26123500PE,MCX
464784,SILVERM19JUN26124500PE,MCX
464801,SILVER26MAY26108000CE,MCX
464808,SILVER26MAY26107750PE,MCX
464817,SILVERM19JUN26107500CE,MCX
464851,SILVERM26MAY26129750CE,MCX
464862,SILVERM19JUN26128500CE,MCX
464864,SILVERM19JUN26129000CE,MCX
464865,SILVERM19JUN26129250CE,MCX
464870,SILVERM19JUN26130500CE,MCX
464883,SILVERM26MAY26128500PE,MCX
464887,SILVERM26MAY26129500PE,MCX
464901,SILVERM19JUN26129000PE,MCX
464904,SILVERM19JUN26129750PE,MCX
464906,SILVERM19JUN26130250PE,MCX
464931,CRUDEOIL16OCT255550CE,MCX
464934,CRUDEOIL16OCT255400CE,MCX
464966,CRUDEOIL16OCT256200CE,MCX
464977,CRUDEOIL16OCT256750CE,MCX
464980,CRUDEOIL16OCT256900CE,MCX
464988,CRUDEOIL16OCT255200PE,MCX
464991,CRUDEOIL16OCT255050PE,MCX
464996,CRUDEOIL16OCT254800PE,MCX
465002,CRUDEOIL16OCT254500PE,MCX
465013,CRUDEOIL16OCT256050PE,MCX
465025,CRUDEOIL16OCT256650PE,MCX
464998,CRUDEOIL16OCT254700PE,MCX
465030,CRUDEOIL16OCT256900PE,MCX
465081,SILVER28OCT25125000CE,MCX
465082,SILVER28OCT25125250CE,MCX
465095,SILVER26NOV25126500CE,MCX
465113,SILVER24FEB26127500CE,MCX
465130,SILVER26MAY26130250CE,MCX
465139,SILVER24JUN26130750CE,MCX
465178,SILVER26NOV25126500PE,MCX
465274,SILVERM27JAN26127750CE,MCX
