symbol,exch_seg,token
SILVERMIC29AUG25FUT,MCX,444542
SILVERM20AUG2585500PE,MCX,444524
GOLD27JAN2687500CE,MCX,449649
GOLD27JAN2685700CE,MCX,449667
GOLD27JAN2684700CE,MCX,449677
GOLD27JAN2684200CE,MCX,449682
GOLD23SEP2586500PE,MCX,444964
GOLD29AUG2586500CE,MCX,444923
GOLD31OCT2581700CE,MCX,445005
GOLD31OCT2581400CE,MCX,445018
GOLD27JAN2684100CE,MCX,449683
GOLD27JAN2693100CE,MCX,449733
GOLD27JAN2690800CE,MCX,449710
GOLD27JAN2692000CE,MCX,449722
GOLD31OCT2578900CE,MCX,445043
GOLD31OCT2578600CE,MCX,445046
GOLD31OCT2578400CE,MCX,445048
GOLD31OCT2578200CE,MCX,445050
GOLD31DEC2588500PE,MCX,449739
GOLD31DEC2585900PE,MCX,449765
GOLD31DEC2586300PE,MCX,449761
GOLD31DEC2586200PE,MCX,449762
GOLD31OCT2577700CE,MCX,445055
GOLD31OCT2577500CE,MCX,445057
GOLD31OCT2576700CE,MCX,445065
GOLD31OCT2582100CE,MCX,445069
GOLD31DEC2585100PE,MCX,449773
GOLD31DEC2584900PE,MCX,449775
GOLD31DEC2589300PE,MCX,449795
GOLD31DEC2589000PE,MCX,449792
GOLD31DEC2590400PE,MCX,449806
GOLD31DEC2591600PE,MCX,449818
GOLD31DEC2592300PE,MCX,449825
GOLD31DEC2592000PE,MCX,449822
GOLD31OCT2582900CE,MCX,445077
GOLD31OCT2583000CE,MCX,445078
GOLD31OCT2582300CE,MCX,445071
GOLD31OCT2582400CE,MCX,445072
GOLD27JAN2687900PE,MCX,449845
GOLD27JAN2688300PE,MCX,449841
GOLD27JAN2688200PE,MCX,449842
GOLD31DEC2592700PE,MCX,449829
GOLD26NOV2579500CE,MCX,445137
GOLD31OCT2585800CE,MCX,445106
GOLD31OCT2586400CE,MCX,445112
GOLD26NOV2580300CE,MCX,445129
GOLD27JAN2689100PE,MCX,449893
GOLD27JAN2690200PE,MCX,449904
GOLD27JAN2691100PE,MCX,449913
GOLD27JAN2691800PE,MCX,449920
GOLD26NOV2576900CE,MCX,445163
GOLD26NOV2581800CE,MCX,445166
GOLD26NOV2577100CE,MCX,445161
GOLD26NOV2582400CE,MCX,445172
GOLD27JAN2693500PE,MCX,449937
GOLD27JAN2692900PE,MCX,449931
GOLD31DEC2593700CE,MCX,449965
GOLD27JAN2692600PE,MCX,449928
GOLD26NOV2583000CE,MCX,445178
GOLD26NOV2583200CE,MCX,445180
GOLD26NOV2584500CE,MCX,445193
GOLD26NOV2584600CE,MCX,445194
GOLD27JAN2693800PE,MCX,449978
GOLD27MAY2591900CE,MCX,449994
GOLD23SEP2593100CE,MCX,449998
SELECTWKCOM,MCX,450
GOLD31DEC2594700PE,MCX,450055
GOLD27JAN2694100CE,MCX,450016
GOLD31DEC2594400CE,MCX,450010
GOLD27JAN2694900CE,MCX,450024
GOLD31OCT2578200PE,MCX,445250
GOLD31OCT2581900PE,MCX,445267
GOLD26NOV2586500CE,MCX,445213
GOLD31OCT2581200PE,MCX,445220
CRUDEOILM19AUG25FUT,MCX,450135
SILVER26NOV25114750CE,MCX,450101
GOLD25JUL2592700CE,MCX,450246
GOLD30JUN2592700PE,MCX,450250
GOLD31OCT2582500PE,MCX,445273
GOLD31OCT2582900PE,MCX,445277
GOLD31OCT2583400PE,MCX,445282
GOLD31OCT2585100PE,MCX,445299
GOLD29AUG2593500PE,MCX,450437
GOLD31DEC2595100CE,MCX,450431
GOLD26NOV2594200CE,MCX,450427
GOLD29AUG2593500CE,MCX,450421
GOLD26NOV2579800PE,MCX,445334
GOLD31OCT2585600PE,MCX,445304
GOLD26NOV2581400PE,MCX,445318
GOLD31OCT2586300PE,MCX,445311
GOLD31OCT2594200PE,MCX,450440
SILVER26NOV25115250PE,MCX,450455
NATGASMINI26AUG25FUT,MCX,450500
NATURALGAS23MAY25365CE,MCX,450511
NATURALGAS23MAY25340PE,MCX,450546
NATURALGAS23MAY25335PE,MCX,450547
NATURALGAS23MAY25360PE,MCX,450542
NATURALGAS23MAY25305CE,MCX,450523
GOLD26NOV2579300PE,MCX,445339
GOLD26NOV2577400PE,MCX,445358
GOLD26NOV2578100PE,MCX,445351
GOLD26NOV2582000PE,MCX,445368
NATURALGAS23MAY25330PE,MCX,450548
NATURALGAS23MAY25385PE,MCX,450558
NATURALGAS23MAY25405PE,MCX,450562
NATGASMINI23MAY25365CE,MCX,450579
GOLD26NOV2582600PE,MCX,445374
GOLD26NOV2583900PE,MCX,445387
GOLD26NOV2584800PE,MCX,445396
GOLD26NOV2585700PE,MCX,445405
NATGASMINI23MAY25295CE,MCX,450593
NATGASMINI23MAY25375CE,MCX,450594
NATGASMINI23MAY25415PE,MCX,450632
NATGASMINI23MAY25310PE,MCX,450620
SILVER26NOV2595750CE,MCX,445435
SILVER26NOV2594250CE,MCX,445441
SILVER26NOV2594000CE,MCX,445442
SILVER26NOV25105500CE,MCX,445474
LEADMINI31JUL25FUT,MCX,450649
COTTONOIL30JUN25FUT,MCX,450655
GOLDGUINEA30JUN25FUT,MCX,450657
ZINC23JUN25272.5CE,MCX,450662
SILVER26NOV25105750CE,MCX,445475
SILVER26NOV25108250CE,MCX,445485
SILVER26NOV25108500CE,MCX,445486
SILVER26NOV25110000CE,MCX,445492
COPPER23JUN25900CE,MCX,450677
COPPER23JUN25860PE,MCX,450678
COPPER23JUN25870PE,MCX,450685
GOLD27JAN2683100PE,MCX,450711
ZINC23JUN25260PE,MCX,450734
ZINC23JUN25290PE,MCX,450743
ZINC23JUN25267.5CE,MCX,450717
GOLDM27MAY2586000CE,MCX,450878
SILVER26NOV25110500CE,MCX,445494
SILVER26NOV25100500PE,MCX,445496
SILVER26NOV2598000PE,MCX,445506
SILVER26NOV2599500PE,MCX,445500
GOLDM27MAY2585900CE,MCX,450879
GOLDM27MAY2585100CE,MCX,450887
GOLDM27MAY2582300CE,MCX,450915
GOLDM27MAY2582800CE,MCX,450910
SILVER26NOV2597000PE,MCX,445510
SILVER26NOV2596750PE,MCX,445511
SILVER26NOV2593000PE,MCX,445526
SILVER26NOV2594250PE,MCX,445521
GOLDM27MAY2582100CE,MCX,450917
GOLDM27MAY2581900CE,MCX,450919
GOLDM27MAY2586600CE,MCX,450928
GOLDM27MAY2581800CE,MCX,450920
SILVER26NOV25104000PE,MCX,445548
SILVER26NOV25106000PE,MCX,445556
SILVER26NOV25108250PE,MCX,445565
SILVERM19NOV2597250CE,MCX,445583
GOLDM27MAY2587700CE,MCX,450939
GOLDM27MAY2586800CE,MCX,450930
GOLDM27MAY2587000CE,MCX,450932
GOLDM27MAY2586700CE,MCX,450929
GOLDM27MAY2588000CE,MCX,450942
GOLDM27MAY2585100PE,MCX,450987
GOLDM27MAY2585800PE,MCX,450980
GOLDM27MAY2583800PE,MCX,451000
SILVERM19NOV2596250CE,MCX,445587
SILVERM19NOV25103500CE,MCX,445631
SILVERM19NOV2593000CE,MCX,445600
SILVERM19NOV2599750CE,MCX,445616
GOLDM27MAY2583500PE,MCX,451003
GOLDM27MAY2582400PE,MCX,451014
GOLDM27MAY2581900PE,MCX,451019
GOLDM27MAY2581500PE,MCX,451023
SILVERM19NOV25103750CE,MCX,445632
SILVERM19NOV25107500CE,MCX,445647
SILVERM19NOV2591750PE,MCX,445685
SILVERM19NOV2591500PE,MCX,445686
GOLDM27MAY2588400PE,MCX,451046
GOLDM27MAY2590300PE,MCX,451065
GOLDM27MAY2586400PE,MCX,451026
GOLDM27MAY2591400CE,MCX,451120
SILVERM19NOV25100500PE,MCX,445699
SILVERM19NOV2590250PE,MCX,445691
SILVERM19NOV25104500PE,MCX,445715
SILVERM19NOV25103750PE,MCX,445712
SILVERM19NOV25108750PE,MCX,445732
GOLD31OCT2576400CE,MCX,445747
SILVERM19NOV25105250PE,MCX,445718
SILVERM19NOV25107500PE,MCX,445727
GOLD26NOV2576600CE,MCX,445759
GOLD31OCT2576200PE,MCX,445777
GOLD31OCT2576100PE,MCX,445778
SILVER26NOV2590250CE,MCX,445802
SILVER26NOV2589250CE,MCX,445806
SILVER26NOV2590250PE,MCX,445808
SILVERM19NOV2588500CE,MCX,445945
GOLD31OCT2574700CE,MCX,446062
GOLD31OCT2574600PE,MCX,446081
SILVER26NOV2585750CE,MCX,446131
SILVER27AUG2583750CE,MCX,446116
SILVER27AUG2583500CE,MCX,446117
SILVER26NOV2587000PE,MCX,446143
SILVER26NOV2586000PE,MCX,446147
SILVER26NOV2587750PE,MCX,446140
SILVERM19NOV2587250CE,MCX,446166
SILVERM20AUG2584500PE,MCX,446173
SILVERM20AUG2585000PE,MCX,446171
SILVERM19NOV2587250PE,MCX,446185
SILVERM19NOV2586750PE,MCX,446187
SILVER27AUG2596250PE,MCX,439632
SILVER27AUG2598500PE,MCX,439641
SILVER27AUG2594500PE,MCX,439625
SILVERM19NOV2585250CE,MCX,446207
SILVERM20AUG2593000CE,MCX,439653
SILVERM20AUG2592750CE,MCX,439654
SILVERM20AUG2590500CE,MCX,439663
SILVERM20AUG2596000CE,MCX,439670
SILVERM20AUG25100000CE,MCX,439686
SILVERM20AUG25100500CE,MCX,439688
SILVERM20AUG2598750CE,MCX,439681
SILVERM20AUG25101250CE,MCX,439691
SILVERM20AUG2598750PE,MCX,439731
SILVERM20AUG2599000PE,MCX,439732
SILVERM20AUG2590500PE,MCX,439713
SILVERM20AUG2597750PE,MCX,439727
SILVER27AUG25101250CE,MCX,439785
SILVER27AUG25100500CE,MCX,439782
SILVER27AUG25102000PE,MCX,439805
SILVER27AUG25101000PE,MCX,439801
SILVERM20AUG25103000CE,MCX,439815
SILVERM20AUG25102250CE,MCX,439812
GOLD25JUL2579400CE,MCX,439938
SILVER27AUG25103500PE,MCX,439942
GOLD25JUL2579800CE,MCX,440056
GOLD27MAY2579400CE,MCX,440050
GOLD25JUL2580200CE,MCX,440060
GOLD25JUL2580300CE,MCX,440061
ZINC23JUN25295PE,MCX,451130
NATGASMINI23MAY25490PE,MCX,451166
GOLD27MAY2592000PE,MCX,451170
GOLDM27MAY2591900CE,MCX,451172
COPPER23MAY25930PE,MCX,451185
COPPER23JUN25935CE,MCX,451180
GOLD27MAY2592500CE,MCX,451203
GOLD25JUL2593100CE,MCX,451209
GOLD27MAY2579300PE,MCX,440064
GOLD27MAY2580000CE,MCX,440153
GOLD25JUL2580600CE,MCX,440157
GOLD25JUL2580600PE,MCX,440181
GOLD31DEC2595600CE,MCX,451235
GOLD27JAN2695400CE,MCX,451238
GOLD27MAY2592400PE,MCX,451255
GOLD23SEP2594100CE,MCX,451221
GOLD25JUL2581300CE,MCX,440460
SILVERM20AUG25105000PE,MCX,440234
SILVER27AUG25104750CE,MCX,440213
SILVER27AUG25105250CE,MCX,440215
GOLD27MAY2592500PE,MCX,451256
GOLD29AUG2594000PE,MCX,451267
GOLD31OCT2594500PE,MCX,451275
GOLD31OCT2594900PE,MCX,451279
GOLD27MAY2580700PE,MCX,440479
GOLD25JUL2581000PE,MCX,440486
GOLD27MAY2580900PE,MCX,440481
GOLD27MAY2581000PE,MCX,440482
GOLD27MAY2593500CE,MCX,451364
GOLD30JUN2593200CE,MCX,451366
GOLD30JUN2593400CE,MCX,451368
GOLDM27MAY2592400CE,MCX,451310
GOLD26NOV2595700CE,MCX,451428
GOLD25JUL2581300PE,MCX,440489
GOLD25JUL2582000PE,MCX,440496
SILVERMIC30JUN25FUT,MCX,440576
SILVERM20AUG25105750PE,MCX,440519
GOLD25JUL2594200CE,MCX,451387
GOLD25JUL2593700CE,MCX,451382
GOLD31OCT2595900CE,MCX,451419
GOLD23SEP2577600CE,MCX,440947
GOLD23SEP2577000CE,MCX,440953
GOLD31DEC2595900CE,MCX,451433
GOLD26NOV2596000CE,MCX,451431
GOLD31DEC2596800CE,MCX,451442
GOLD27MAY2592800PE,MCX,451478
SILVERM20AUG25107250PE,MCX,440822
GOLD23SEP2577100CE,MCX,440952
GOLD27MAY2593400PE,MCX,451484
GOLD25JUL2593300PE,MCX,451499
GOLD30JUN2593600PE,MCX,451491
GOLD25JUL2593500PE,MCX,451501
GOLD23SEP2576700CE,MCX,440956
GOLD23SEP2576600CE,MCX,440957
GOLD23SEP2578900CE,MCX,440973
GOLD23SEP2578700CE,MCX,440971
GOLD25JUL2593800PE,MCX,451504
GOLD29AUG2594600PE,MCX,451513
GOLD29AUG2595000PE,MCX,451517
GOLD29AUG2595100PE,MCX,451518
GOLD23SEP2579300CE,MCX,440977
GOLD23SEP2579500CE,MCX,440979
GOLD23SEP2580000CE,MCX,440984
GOLD23SEP2580200CE,MCX,440986
GOLD23SEP2595200PE,MCX,451530
GOLD23SEP2594800PE,MCX,451526
GOLD23SEP2594900PE,MCX,451527
GOLD23SEP2595000PE,MCX,451528
GOLD23SEP2577400PE,MCX,440999
SGLDHNIAHMCOM,MCX,441
GOLD23SEP2577300PE,MCX,441000
GOLD23SEP2579500PE,MCX,441029
GOLD31OCT2595300PE,MCX,451534
GOLD26NOV2595100PE,MCX,451543
GOLD31DEC2595900PE,MCX,451554
GOLD27JAN2696700PE,MCX,451573
GOLDM27MAY2592700CE,MCX,451596
SILVER26NOV25115500PE,MCX,451648
SILVER26NOV25116500PE,MCX,451652
GOLDM27MAY2592800PE,MCX,451627
GOLD27MAY2581600CE,MCX,441184
SILVER27AUG25108250PE,MCX,441283
SILVERM20AUG25108000CE,MCX,441287
GOLD23SEP2582300PE,MCX,441217
SILVERM19JUN25112000CE,MCX,451653
SILVERM19NOV25116250CE,MCX,451657
SILVERM19JUN25112250PE,MCX,451660
SILVERM19NOV25115750PE,MCX,451661
GOLD23SEP2582700CE,MCX,441433
GOLD23SEP2582900CE,MCX,441435
SILVERM20AUG25108500PE,MCX,441294
SILVERM20AUG25107750PE,MCX,441291
GOLD23SEP2595400CE,MCX,451690
GOLD31DEC2596900CE,MCX,451700
GOLD31DEC2597000CE,MCX,451701
GOLD29AUG2595500PE,MCX,451726
GOLD26NOV2596200PE,MCX,451735
SILVER24FEB26106000CE,MCX,451766
SILVER25JUN25112500CE,MCX,451762
GOLD23SEP2595400PE,MCX,451728
GOLD25JUL2582200PE,MCX,441449
SILVER25JUN25109250PE,MCX,441488
SILVER27AUG25111000PE,MCX,441498
SILVER27AUG25109000PE,MCX,441490
SILVER24FEB26103000CE,MCX,451778
SILVER24FEB26115500CE,MCX,451840
SILVER24FEB26107750CE,MCX,451809
SILVER24FEB2697500CE,MCX,451800
SILVERM20AUG25109750CE,MCX,441504
SILVERM20AUG25110500CE,MCX,441507
SILVERM20AUG25108750CE,MCX,441500
GOLD27MAY2582200PE,MCX,441689
SILVER24FEB26115750CE,MCX,451841
SILVER24FEB26101750PE,MCX,451866
SILVER24FEB26100500PE,MCX,451871
SILVER24FEB26109500PE,MCX,451899
SILVER25JUN25110000PE,MCX,441755
SILVER25JUN25111250PE,MCX,441760
SILVER27AUG25113500PE,MCX,441772
SILVERM20AUG25111500CE,MCX,441784
SILVER24FEB26110750PE,MCX,451904
SILVER24FEB26111250PE,MCX,451906
SILVER24FEB26112250PE,MCX,451910
SILVER24FEB26112750PE,MCX,451912
SILVERM19JUN25109750PE,MCX,441797
SILVERM20AUG25113000PE,MCX,441812
GOLD27MAY2583000CE,MCX,441996
GOLD27MAY2583000PE,MCX,442022
SILVERM18FEB26100250CE,MCX,451956
SILVERM18FEB2699750CE,MCX,451958
SILVERM18FEB26101500CE,MCX,451951
SILVER24FEB26114750PE,MCX,451920
SILVERM18FEB2699250CE,MCX,451960
SILVERM18FEB26108000CE,MCX,451973
SILVERM18FEB26108750CE,MCX,451976
SILVERM18FEB26109000CE,MCX,451977
GOLD27MAY2583700CE,MCX,442084
GOLD27MAY2583300CE,MCX,442080
GOLD23SEP2583900PE,MCX,442029
GOLD27MAY2583600PE,MCX,442117
SILVERM18FEB26111500CE,MCX,451987
SILVERM18FEB2698000PE,MCX,452047
SILVERM18FEB2697250PE,MCX,452050
SILVERM18FEB26116000CE,MCX,452005
GOLD30JUN2579000CE,MCX,442585
GOLD30JUN2578600CE,MCX,442589
GOLD25JUL2583700PE,MCX,442119
GOLD23SEP2584500PE,MCX,442129
SILVERM18FEB26108500PE,MCX,452057
SILVERM18FEB2697000PE,MCX,452051
SILVERM18FEB26111250PE,MCX,452068
SILVERM18FEB26111500PE,MCX,452069
GOLD30JUN2577700CE,MCX,442598
GOLD30JUN2577200CE,MCX,442603
GOLD30JUN2580200CE,MCX,442608
GOLD30JUN2580800CE,MCX,442614
SILVERM18FEB26116500PE,MCX,452089
SILVERM18FEB26118750CE,MCX,452136
COPPER23MAY25940PE,MCX,452106
SILVER24FEB26117500CE,MCX,452113
GOLD25JUL2594800CE,MCX,452176
GOLD26NOV2596600CE,MCX,452189
GOLD25JUL2595200CE,MCX,452180
GOLD26NOV2597000CE,MCX,452193
GOLD29AUG2580100CE,MCX,442630
GOLD29AUG2579900CE,MCX,442632
GOLD30JUN2581200CE,MCX,442618
GOLD30JUN2581400CE,MCX,442620
GOLD30JUN2595200PE,MCX,452236
GOLD25JUL2594700PE,MCX,452238
GOLD25JUL2594800PE,MCX,452239
GOLD31OCT2596500PE,MCX,452244
GOLD29AUG2578000CE,MCX,442651
GOLD29AUG2577900CE,MCX,442652
GOLD29AUG2581300CE,MCX,442663
GOLD29AUG2581500CE,MCX,442665
SILVERM19NOV25109000PE,MCX,445733
GOLD31OCT2576200CE,MCX,445749
GOLD31OCT2575600CE,MCX,445755
GOLD31OCT2596700PE,MCX,452246
GOLD26NOV2575900CE,MCX,445766
GOLD26NOV2576500CE,MCX,445760
GOLD31OCT2576500PE,MCX,445774
GOLD26NOV2575500CE,MCX,445770
GOLD29AUG2581700CE,MCX,442667
GOLD30JUN2579200PE,MCX,442833
GOLD30JUN2578800PE,MCX,442837
GOLD30JUN2579300PE,MCX,442832
GOLD31OCT2575500PE,MCX,445784
GOLD26NOV2576600PE,MCX,445787
GOLD26NOV2575600PE,MCX,445797
SILVER26NOV2589500PE,MCX,445811
GOLD30JUN2581000PE,MCX,442866
GOLD30JUN2581200PE,MCX,442868
GOLD30JUN2581900PE,MCX,442875
GOLD30JUN2581500PE,MCX,442871
SILVER26NOV2589000PE,MCX,445819
SILVERM19NOV2588750PE,MCX,445822
SILVER26NOV2588500CE,MCX,445943
SILVERM19NOV2588500PE,MCX,445946
GOLD29AUG2579600PE,MCX,442885
GOLD29AUG2579000PE,MCX,442891
GOLD29AUG2581300PE,MCX,442913
GOLD29AUG2582100PE,MCX,442921
SILVER27AUG2583250PE,MCX,446135
SILVERM20AUG2583250CE,MCX,446159
SILVERM19NOV2587000CE,MCX,446167
SILVER27AUG2583000CE,MCX,446119
GOLD30JUN2576800CE,MCX,443007
GOLD30JUN2576400CE,MCX,443011
GOLD29AUG2577500CE,MCX,443022
GOLD29AUG2582600PE,MCX,442926
SILVERM19NOV2587750PE,MCX,446183
SILVERM19NOV2588250PE,MCX,446181
SILVERM19NOV2588000PE,MCX,446182
SILVERM19NOV2585000CE,MCX,446208
GOLD29AUG2576500CE,MCX,443032
GOLD30JUN2576800PE,MCX,443094
GOLD30JUN2577000PE,MCX,443092
GOLD29AUG2577400CE,MCX,443023
COTTONCNDY31JUL25FUT,MCX,446483
GOLD26NOV2586800CE,MCX,446592
NATGASMINI25JUN25FUT,MCX,446266
SILVERM19NOV2585500PE,MCX,446213
GOLD30JUN2576600PE,MCX,443096
GOLD30JUN2575500CE,MCX,443179
GOLD30JUN2576100PE,MCX,443101
GOLD29AUG2576600PE,MCX,443118
GOLD26NOV2587100CE,MCX,446872
GOLD31OCT2587600PE,MCX,446884
GOLD26NOV2587100PE,MCX,446886
GOLD29AUG2587100CE,MCX,446912
GOLD26NOV2587900CE,MCX,446924
GOLD26NOV2588000CE,MCX,446925
GOLD30JUN2586100PE,MCX,446929
GOLD31OCT2588200CE,MCX,446921
GOLD30JUN2575000CE,MCX,443184
GOLD29AUG2576100CE,MCX,443185
GOLD29AUG2575600CE,MCX,443190
GOLD30JUN2575400PE,MCX,443209
GOLD29AUG2586800PE,MCX,446931
GOLD26NOV2588100PE,MCX,446948
GOLD31OCT2588100PE,MCX,446942
GOLD26NOV2587900PE,MCX,446946
GOLD29AUG2575100CE,MCX,443331
GOLD30JUN2575000PE,MCX,443213
GOLD30JUN2575200PE,MCX,443211
GOLD23SEP2575600PE,MCX,443220
GOLD30JUN2586400CE,MCX,446973
GOLD29AUG2587300CE,MCX,446978
GOLD29AUG2587500CE,MCX,446980
GOLD30JUN2587100CE,MCX,447067
GOLD23SEP2575100CE,MCX,443337
GOLD23SEP2574700CE,MCX,443341
GOLD29AUG2574700PE,MCX,443363
GOLD29AUG2574600CE,MCX,443399
GOLD30JUN2587400CE,MCX,447070
GOLD30JUN2587500CE,MCX,447071
GOLD30JUN2587600CE,MCX,447072
GOLD25JUL2587500CE,MCX,447083
GOLD29AUG2587600CE,MCX,447085
GOLD29AUG2587700CE,MCX,447086
GOLD29AUG2588800CE,MCX,447097
GOLD29AUG2589000CE,MCX,447099
GOLD23SEP2574600CE,MCX,443403
GOLD30JUN2583600CE,MCX,443799
GOLD30JUN2584300CE,MCX,443806
GOLD30JUN2583800CE,MCX,443801
GOLD23SEP2588300CE,MCX,447107
GOLD31OCT2588800CE,MCX,447116
GOLD31OCT2589600CE,MCX,447124
GOLD31OCT2589400CE,MCX,447122
GOLD29AUG2584700CE,MCX,443836
GOLD29AUG2585100CE,MCX,443840
GOLD30JUN2584500CE,MCX,443808
GOLD30JUN2585200CE,MCX,443815
GOLD31OCT2590200CE,MCX,447130
GOLD26NOV2589400CE,MCX,447141
GOLD25JUL2586600PE,MCX,447176
GOLD31OCT2589800CE,MCX,447126
GOLD30JUN2582600PE,MCX,443975
GOLD30JUN2583400PE,MCX,443983
GOLD30JUN2583600PE,MCX,443985
GOLD30JUN2584600PE,MCX,443995
GOLD29AUG2587600PE,MCX,447187
GOLD23SEP2587700PE,MCX,447203
GOLD23SEP2588800PE,MCX,447214
GOLD23SEP2589000PE,MCX,447216
GOLD29AUG2584000PE,MCX,444015
GOLD29AUG2584400PE,MCX,444019
GOLD29AUG2583700PE,MCX,444012
GOLD29AUG2584700PE,MCX,444022
GOLD27MAY2585800CE,MCX,447342
GOLD27MAY2585500PE,MCX,447351
GOLD27MAY2585600PE,MCX,447352
GOLD31OCT2589700PE,MCX,447227
GOLD25JUL2588000CE,MCX,447463
GOLD26NOV2590600CE,MCX,447471
GOLD23SEP2589100PE,MCX,447499
GOLD25JUL2587700CE,MCX,447411
GOLD29AUG2585800PE,MCX,444033
GOLD29AUG2585900PE,MCX,444034
GOLD29AUG2585700PE,MCX,444032
GOLD27MAY2584100PE,MCX,444145
SILVERM19NOV25111000CE,MCX,447541
GOLD27MAY2586900CE,MCX,448044
GOLD27MAY2587400CE,MCX,448049
GOLD27MAY2587300PE,MCX,448094
GOLD27MAY2584900CE,MCX,444160
GOLD27MAY2584200PE,MCX,444147
GOLD27MAY2584600CE,MCX,444154
GOLD27MAY2584400CE,MCX,444150
SILVERM19NOV25111250CE,MCX,448149
COPPER23MAY25845PE,MCX,448192
STEELREBAR30JUN25FUT,MCX,448159
COPPER23MAY25875CE,MCX,448184
GOLD25JUL2585000CE,MCX,444176
GOLD25JUL2585100PE,MCX,444179
GOLD25JUL2584800CE,MCX,444172
NATGASMINI27MAY25FUT,MCX,444206
COPPER23MAY25870PE,MCX,448197
ZINC23MAY25260CE,MCX,448238
SILVERM19NOV25111750PE,MCX,448231
SILVERM19NOV25112000CE,MCX,448229
GOLD30JUN2588300CE,MCX,448331
ZINC23MAY25287.5CE,MCX,448248
ZINC23MAY25267.5PE,MCX,448251
GOLD27MAY2588300CE,MCX,448275
GOLD29AUG2573700CE,MCX,444247
GOLD23SEP2573800CE,MCX,444253
GOLD23SEP2573600CE,MCX,444255
GOLD29AUG2574100PE,MCX,444288
GOLD25JUL2588400CE,MCX,448348
GOLD25JUL2588500CE,MCX,448349
GOLD25JUL2588800CE,MCX,448352
GOLD27MAY2589000PE,MCX,448394
SILVERM20AUG2588250CE,MCX,444419
SILVERM20AUG2586000CE,MCX,444428
GOLD29AUG2586600CE,MCX,444924
GOLD29AUG2573700PE,MCX,444292
GOLD30JUN2589300PE,MCX,448409
GOLD25JUL2588100PE,MCX,448413
GOLD25JUL2589200PE,MCX,448424
GOLD27MAY2589600CE,MCX,448507
GOLD23SEP2586600CE,MCX,444927
ELECTMTHCOM,MCX,445
GOLD31OCT2581600CE,MCX,445016
GOLD31OCT2580800CE,MCX,445024
GOLD29AUG2589400CE,MCX,448513
GOLD23SEP2589500CE,MCX,448516
GOLD25JUL2589700CE,MCX,448511
GOLD25JUL2589800CE,MCX,448512
GOLD31OCT2579600CE,MCX,445036
GOLD31OCT2580200CE,MCX,445030
GOLD31OCT2582800CE,MCX,445076
GOLD31OCT2583900CE,MCX,445087
GOLD25JUL2589800PE,MCX,448540
SILVERM19NOV25112750PE,MCX,448584
GOLD30JUN2590400CE,MCX,448633
GOLD30JUN2590700CE,MCX,448636
GOLD25JUL2591200CE,MCX,448656
GOLD29AUG2590500CE,MCX,448667
GOLD29AUG2590000CE,MCX,448662
GOLD29AUG2591000CE,MCX,448672
GOLD31OCT2586600CE,MCX,445114
GOLD26NOV2580800CE,MCX,445124
GOLD26NOV2580600CE,MCX,445126
GOLD26NOV2580500CE,MCX,445127
GOLD23SEP2589900CE,MCX,448685
GOLD23SEP2589600CE,MCX,448682
GOLD26NOV2591200CE,MCX,448731
GOLD26NOV2592500CE,MCX,448744
GOLD26NOV2578600CE,MCX,445146
GOLD26NOV2582700CE,MCX,445175
GOLD26NOV2583100CE,MCX,445179
GOLD26NOV2582200CE,MCX,445170
GOLD27MAY2590000PE,MCX,448770
GOLD30JUN2590900PE,MCX,448784
GOLD25JUL2590600PE,MCX,448796
GOLD25JUL2590200PE,MCX,448792
GOLD26NOV2583700CE,MCX,445185
GOLD26NOV2583900CE,MCX,445187
GOLD26NOV2584700CE,MCX,445195
GOLD26NOV2585200CE,MCX,445200
GOLD25JUL2590900PE,MCX,448799
GOLD23SEP2590100PE,MCX,448833
GOLD29AUG2590700PE,MCX,448815
GOLD29AUG2591900PE,MCX,448827
GOLD31OCT2578800PE,MCX,445244
GOLD31OCT2577600PE,MCX,445256
GOLD26NOV2585400CE,MCX,445202
GOLD31OCT2580300PE,MCX,445229
GOLD31OCT2590800PE,MCX,448853
GOLD31OCT2592000PE,MCX,448865
GOLD26NOV2590900PE,MCX,448874
GOLD26NOV2592500PE,MCX,448890
GOLD31OCT2576800PE,MCX,445264
GOLD31OCT2581800PE,MCX,445266
GOLD31OCT2577000PE,MCX,445262
GOLD31OCT2583000PE,MCX,445278
COPPER23MAY25895PE,MCX,449167
GOLD27MAY2590400CE,MCX,449177
GOLD27MAY2590600CE,MCX,449179
GOLD27MAY2590500PE,MCX,449194
GOLD29AUG2592500CE,MCX,449303
GOLD29AUG2592300CE,MCX,449301
GOLD27MAY2591100CE,MCX,449277
GOLD30JUN2591800CE,MCX,449287
GOLD26NOV2579400PE,MCX,445338
GOLD31OCT2585500PE,MCX,445303
GOLD31OCT2583900PE,MCX,445287
GOLD31OCT2584600PE,MCX,445294
GOLD26NOV2593100CE,MCX,449330
GOLD26NOV2593200CE,MCX,449331
GOLD23SEP2592200CE,MCX,449310
GOLD31OCT2593200CE,MCX,449322
GOLD26NOV2579200PE,MCX,445340
GOLD26NOV2579100PE,MCX,445341
GOLD26NOV2576800PE,MCX,445364
GOLD26NOV2576700PE,MCX,445365
GOLD30JUN2591500PE,MCX,449376
GOLD30JUN2591600PE,MCX,449377
GOLD25JUL2591800PE,MCX,449387
GOLD31OCT2593000PE,MCX,449412
