symbol,token,exch_seg
SILVER28AUG26131250CE,472046,MCX
SILVER28AUG26130500CE,472049,MCX
SILVER28AUG26130250CE,472050,MCX
SILVER28AUG26127500CE,472061,MCX
SILVER28AUG26124500CE,472073,MCX
SILVER28AUG26134000CE,472079,MCX
SILVER28AUG26134500CE,472081,MCX
SILVER28AUG26136750CE,472090,MCX
SILVER28AUG26138250CE,472096,MCX
SILVER28OCT25139500PE,472123,MCX
SILVER26NOV25139500PE,472126,MCX
SILVER28JUL26131250PE,472145,MCX
SILVER28JUL26128750PE,472155,MCX
SILVER28JUL26136750PE,472189,MCX
SILVER28JUL26137750PE,472193,MCX
SILVER28JUL26139500PE,472200,MCX
SILVER28JUL26141750PE,472209,MCX
SILVER28AUG26133250PE,472217,MCX
SILVER28AUG26131250PE,472225,MCX
SILVER28AUG26130000PE,472230,MCX
SILVER28AUG26127750PE,472239,MCX
SILVER28AUG26125500PE,472248,MCX
SILVER28AUG26124250PE,472253,MCX
SILVER28AUG26134000PE,472258,MCX
SILVER28AUG26134500PE,472260,MCX
SILVER28AUG26137000PE,472270,MCX
SILVER28AUG26137750PE,472273,MCX
SILVER28AUG26138500PE,472276,MCX
SILVER28AUG26139500PE,472280,MCX
SILVER28AUG26139750PE,472281,MCX
SILVER28AUG26142000PE,472290,MCX
SILVER28AUG26143250PE,472295,MCX
SILVERM28OCT25139250CE,472300,MCX
SILVERM19NOV25139000CE,472301,MCX
SILVERM24DEC25140500CE,472304,MCX
SILVERM28JUL26132250CE,472327,MCX
SILVERM28JUL26129000CE,472340,MCX
SILVERM28JUL26125000CE,472356,MCX
SILVERM28JUL26124250CE,472359,MCX
SILVERM28JUL26134500CE,472364,MCX
SILVERM28JUL26134750CE,472365,MCX
SILVERM28JUL26138750CE,472381,MCX
SILVERM28JUL26139250CE,472383,MCX
SILVERM24AUG26131250CE,472411,MCX
SILVERM24AUG26130250CE,472415,MCX
SILVERM24AUG26127500CE,472426,MCX
SILVERM24AUG26125250CE,472435,MCX
SILVERM24AUG26137250CE,472455,MCX
SILVERM24AUG26137500CE,472456,MCX
SILVERM24AUG26139500CE,472464,MCX
SILVERM24AUG26139750CE,472465,MCX
SILVERM24AUG26142500CE,472476,MCX
SILVERM28OCT25139250PE,472485,MCX
SILVERM24DEC25140500PE,472489,MCX
SILVERM18FEB26140750PE,472496,MCX
SILVERM26MAR26142500PE,472498,MCX
SILVERM26MAY26144250PE,472502,MCX
SILVERM26MAY26144500PE,472503,MCX
SILVERM28JUL26131500PE,472515,MCX
SILVERM28JUL26128750PE,472526,MCX
SILVERM28JUL26124750PE,472542,MCX
SILVERM28JUL26136750PE,472558,MCX
SILVERM28JUL26137750PE,472562,MCX
SILVERM28JUL26138750PE,472566,MCX
SILVERM28JUL26139750PE,472570,MCX
SILVERM28JUL26141500PE,472577,MCX
SILVERM28JUL26142250PE,472580,MCX
SILVERM24AUG26128250PE,472608,MCX
SILVERM24AUG26126750PE,472614,MCX
SILVERM24AUG26125500PE,472619,MCX
SILVERM24AUG26124250PE,472624,MCX
SILVERM24AUG26137250PE,472640,MCX
SILVERM24AUG26123750PE,472626,MCX
SILVERM24AUG26134500PE,472629,MCX
SILVERM24AUG26136750PE,472638,MCX
SILVERM24AUG26139750PE,472650,MCX
SILVERM24AUG26140250PE,472652,MCX
GOLD27FEB26118400PE,472690,MCX
GOLD24MAR26118100PE,472691,MCX
GOLD24MAR26118400PE,472694,MCX
SILVER26MAY26144000CE,472698,MCX
SILVERM24AUG26123500CE,472715,MCX
NATGASMINI20NOV25425CE,472721,MCX
SILVERM24AUG26144000CE,472748,MCX
SILVERM28JUL26122500PE,472769,MCX
GOLDM05JAN26FUT,472779,MCX
CRUDEOILM16DEC255500PE,472795,MCX
CRUDEOIL16DEC255150CE,472802,MCX
CRUDEOIL16DEC255650CE,472823,MCX
CRUDEOIL16DEC255400PE,472847,MCX
CRUDEOIL16DEC255300PE,472849,MCX
CRUDEOIL16DEC255250PE,472850,MCX
CRUDEOIL16DEC255000PE,472855,MCX
CRUDEOIL16DEC254600PE,472863,MCX
CRUDEOIL16DEC254500PE,472865,MCX
CRUDEOIL16DEC254450PE,472866,MCX
CRUDEOIL16DEC255750PE,472875,MCX
CRUDEOIL16DEC256200PE,472884,MCX
CRUDEOIL16DEC256500PE,472890,MCX
SILVER28AUG26143750CE,472910,MCX
SILVER27JAN26141250PE,472917,MCX
SILVERM24DEC25141000CE,472932,MCX
SILVERM21APR26142750CE,472936,MCX
SILVERM28JUL26145500CE,472942,MCX
SILVERM24AUG26145250CE,472947,MCX
SILVERM21APR26142750PE,472959,MCX
SILVERM24AUG26145250PE,472970,MCX
CRUDEOILM16DEC255850CE,473002,MCX
CRUDEOILM16DEC256200CE,473009,MCX
CRUDEOILM16DEC256450CE,473014,MCX
CRUDEOILM16DEC256600CE,473017,MCX
CRUDEOILM16DEC256750CE,473020,MCX
CRUDEOILM16DEC255200PE,473027,MCX
CRUDEOILM16DEC255150PE,473028,MCX
CRUDEOILM16DEC254950PE,473032,MCX
CRUDEOILM16DEC255550PE,473046,MCX
CRUDEOILM16DEC255600PE,473047,MCX
CRUDEOILM16DEC255650PE,473048,MCX
CRUDEOILM16DEC256800PE,473071,MCX
GOLD31OCT25116400CE,473106,MCX
GOLD31OCT25116700CE,473109,MCX
GOLD31OCT25116800CE,473110,MCX
GOLD31OCT25116900CE,473111,MCX
GOLD31OCT25117100CE,473113,MCX
GOLD31OCT25117700CE,473119,MCX
GOLD31OCT25118100CE,473123,MCX
GOLD27JAN26118000CE,473171,MCX
GOLD27JAN26118600CE,473177,MCX
GOLD27JAN26118700CE,473178,MCX
GOLD27FEB26120200CE,473202,MCX
GOLD24MAR26119000CE,473208,MCX
GOLD24MAR26119800CE,473216,MCX
GOLD24MAR26120100CE,473219,MCX
GOLD30APR26120400CE,473231,MCX
GOLD30APR26120600CE,473233,MCX
GOLD30JUN26121300CE,473266,MCX
GOLD30JUN26121400CE,473267,MCX
GOLD29JUL26121000CE,473280,MCX
GOLD29JUL26121200CE,473282,MCX
GOLD29JUL26121600CE,473286,MCX
GOLD31OCT25117300PE,473321,MCX
GOLD31OCT25117600PE,473324,MCX
GOLD31OCT25117900PE,473327,MCX
GOLD26NOV25118100PE,473349,MCX
GOLD31DEC25117600PE,473353,MCX
GOLD31DEC25118800PE,473365,MCX
GOLD31DEC25119000PE,473367,MCX
GOLD27JAN26117500PE,473372,MCX
GOLD27JAN26117900PE,473376,MCX
GOLD27FEB26119000PE,473396,MCX
GOLD27FEB26119200PE,473398,MCX
GOLD27FEB26119500PE,473401,MCX
GOLD24MAR26119200PE,473416,MCX
GOLD30APR26120300PE,473436,MCX
GOLD30APR26120600PE,473439,MCX
GOLD30JUN26120700PE,473466,MCX
GOLD30JUN26120900PE,473468,MCX
GOLD30JUN26121200PE,473471,MCX
GOLD30JUN26121400PE,473473,MCX
GOLD30JUN26121500PE,473474,MCX
GOLD30JUN26121700PE,473476,MCX
GOLD29JUL26120800PE,473484,MCX
GOLD29JUL26121000PE,473486,MCX
GOLD29JUL26121600PE,473492,MCX
GOLDM29OCT25116600CE,473527,MCX
GOLDM29OCT25116700CE,473528,MCX
GOLDM28NOV25116500CE,473540,MCX
GOLDM28NOV25117000CE,473545,MCX
GOLDM28NOV25118000CE,473555,MCX
GOLDM29OCT25116200PE,473584,MCX
GOLDM29OCT25116500PE,473587,MCX
GOLDM29OCT25116800PE,473590,MCX
GOLDM28NOV25117500PE,473611,MCX
SILVER28OCT25142000CE,473642,MCX
SILVER28OCT25143500CE,473648,MCX
SILVER26NOV25140750CE,473652,MCX
SILVER24DEC25143750CE,473673,MCX
SILVER27JAN26143500CE,473687,MCX
SILVER24FEB26141500CE,473694,MCX
SILVER26MAR26144000CE,473712,MCX
SILVER26MAY26145000CE,473738,MCX
SILVER26MAY26145250CE,473739,MCX
SILVER26MAY26145750CE,473741,MCX
SILVER26MAY26146000CE,473742,MCX
SILVER26MAY26147000CE,473746,MCX
SILVER24JUN26146500CE,473757,MCX
SILVER24JUN26147250CE,473760,MCX
SILVER28AUG26144000CE,473783,MCX
SILVER28AUG26147750CE,473798,MCX
SILVER28OCT25140500PE,473820,MCX
SILVER28JUL26145750CE,473770,MCX
SILVER26NOV25141500PE,473839,MCX
SILVER26NOV25143250PE,473846,MCX
SILVER26NOV25143500PE,473847,MCX
SILVER24DEC25142750PE,473853,MCX
SILVER27JAN26145000PE,473877,MCX
SILVER24FEB26141500PE,473878,MCX
SILVER24FEB26142750PE,473883,MCX
SILVER24FEB26143000PE,473884,MCX
SILVER24FEB26143500PE,473886,MCX
SILVER24FEB26144750PE,473891,MCX
SILVER26MAR26145000PE,473900,MCX
SILVER24APR26144750PE,473913,MCX
SILVER26MAY26145250PE,473923,MCX
SILVER26MAY26146000PE,473926,MCX
SILVER28JUL26145250PE,473952,MCX
SILVER28JUL26146000PE,473955,MCX
SILVER28AUG26144250PE,473968,MCX
SILVERM28OCT25142500CE,474012,MCX
SILVERM28OCT25142750CE,474013,MCX
SILVERM19NOV25140000CE,474017,MCX
SILVERM19NOV25140250CE,474018,MCX
SILVERM24DEC25141500CE,474033,MCX
SILVERM24DEC25141750CE,474034,MCX
SILVERM21APR26144000CE,474096,MCX
SILVERM21APR26144250CE,474097,MCX
SILVERM19JUN26148500CE,474138,MCX
SILVERM28JUL26147000CE,474144,MCX
SILVERM19NOV25140250PE,474196,MCX
SILVERM19NOV25141000PE,474199,MCX
SILVERM19NOV25142500PE,474205,MCX
SILVERM24DEC25142750PE,474216,MCX
SILVERM24DEC25143250PE,474218,MCX
SILVERM27JAN26142000PE,474228,MCX
SILVERM26MAR26143000PE,474255,MCX
SILVERM21APR26145750PE,474281,MCX
SILVERM21APR26146000PE,474282,MCX
SILVERM19JUN26146250PE,474307,MCX
SILVERM28JUL26147000PE,474322,MCX
GOLD31OCT25118500CE,474351,MCX
GOLD31OCT25118600CE,474352,MCX
GOLD31OCT25119800CE,474364,MCX
GOLD26NOV25118500CE,474367,MCX
GOLD26NOV25119800CE,474380,MCX
GOLD31DEC25120000CE,474387,MCX
GOLD31DEC25120900CE,474396,MCX
GOLD27JAN26120300CE,474406,MCX
GOLD30APR26121400CE,474451,MCX
GOLD30APR26121900CE,474456,MCX
GOLD30APR26122100CE,474458,MCX
GOLD27MAY26122300CE,474478,MCX
GOLD30JUN26122600CE,474490,MCX
GOLD29JUL26122500CE,474506,MCX
GOLD29JUL26123000CE,474511,MCX
GOLD29JUL26123100CE,474512,MCX
GOLD29JUL26123500CE,474516,MCX
GOLD31OCT25118800PE,474524,MCX
GOLD31OCT25119200PE,474528,MCX
GOLD31OCT25119800PE,474534,MCX
GOLD26NOV25118800PE,474540,MCX
GOLD31DEC25119400PE,474551,MCX
GOLD27JAN26120400PE,474577,MCX
GOLD27JAN26120900PE,474582,MCX
GOLD27FEB26120400PE,474584,MCX
GOLD27FEB26120800PE,474588,MCX
GOLD27FEB26121800PE,474598,MCX
GOLD24MAR26121600PE,474614,MCX
GOLD24MAR26121900PE,474617,MCX
GOLD30APR26121300PE,474620,MCX
GOLD30APR26122500PE,474632,MCX
GOLD27MAY26121300PE,474638,MCX
GOLD30JUN26122100PE,474655,MCX
GOLD29JUL26122900PE,474680,MCX
GOLD29JUL26123100PE,474682,MCX
GOLD29JUL26123500PE,474686,MCX
GOLDM29OCT25117700CE,474689,MCX
GOLDM29OCT25118200CE,474694,MCX
GOLDM28NOV25118300CE,474705,MCX
GOLDM28NOV25119300CE,474715,MCX
GOLDM28NOV25118300PE,474738,MCX
GOLDM28NOV25119900PE,474754,MCX
SILVER26NOV25144750CE,474771,MCX
SILVER26NOV25145000CE,474772,MCX
SILVER24DEC25146250CE,474777,MCX
SILVER26MAR26147500CE,474794,MCX
SILVER26MAR26148250CE,474797,MCX
SILVER24APR26147500CE,474801,MCX
SILVER26MAY26148000CE,474805,MCX
SILVER24JUN26148000CE,474811,MCX
SILVER26NOV25144750PE,474835,MCX
SILVER26NOV25145000PE,474836,MCX
SILVER24DEC25145250PE,474837,MCX
SILVER24DEC25146250PE,474841,MCX
SILVER24FEB26146250PE,474853,MCX
SILVER26MAR26147000PE,474856,MCX
SILVER24APR26147000PE,474863,MCX
SILVER24APR26147250PE,474864,MCX
SILVER24APR26147500PE,474865,MCX
SILVER26MAY26149250PE,474874,MCX
SILVER24JUN26149250PE,474880,MCX
SILVERM28OCT25143750CE,474889,MCX
SILVERM28OCT25144250CE,474891,MCX
SILVERM24DEC25145250CE,474902,MCX
SILVERM26MAY26149500CE,474934,MCX
SILVERM19JUN26149250CE,474940,MCX
SILVERM19JUN26150000CE,474943,MCX
SILVERM28JUL26149750CE,474948,MCX
SILVERM24AUG26149500CE,474958,MCX
SILVERM24AUG26149750CE,474959,MCX
SILVERM28OCT25143750PE,474973,MCX
SILVERM28OCT25144750PE,474977,MCX
SILVERM19JUN26149250PE,475024,MCX
SILVERM19JUN26149500PE,475025,MCX
COPPER21NOV25975CE,475058,MCX
SILVERM24AUG26149500PE,475042,MCX
SILVERM24AUG26151500PE,475050,MCX
COPPER24OCT25970CE,475054,MCX
COPPER21NOV25985CE,475060,MCX
COPPER23DEC25990CE,475065,MCX
COPPER21NOV25975PE,475071,MCX
SILVER26MAY26150000CE,475087,MCX
SILVER26MAY26150250CE,475088,MCX
CRUDEOILM16DEC256900CE,475105,MCX
NATGASMINI23DEC25370CE,475115,MCX
NATURALGAS23DEC25295CE,475131,MCX
NATURALGAS23DEC25420CE,475141,MCX
NATURALGAS23DEC25365PE,475147,MCX
NATURALGAS23DEC25335PE,475153,MCX
SILVER28OCT25146500CE,475182,MCX
SILVER28OCT25147000CE,475184,MCX
SILVER26MAY26150500CE,475233,MCX
SILVER26MAR26149750CE,475222,MCX
SILVER24APR26149750CE,475230,MCX
SILVER28JUL26149250CE,475241,MCX
SILVER28JUL26153000CE,475256,MCX
SILVER28JUL26153250CE,475257,MCX
SILVER28JUL26153750CE,475259,MCX
SILVER28AUG26150000CE,475263,MCX
SILVER28AUG26150250CE,475264,MCX
SILVER28AUG26151000CE,475267,MCX
SILVER28AUG26152000CE,475271,MCX
SILVER28AUG26153000CE,475275,MCX
SILVER28OCT25146750PE,475285,MCX
SILVER26NOV25146000PE,475290,MCX
SILVER27JAN26146750PE,475303,MCX
SILVER27JAN26148500PE,475310,MCX
SILVER26MAR26148750PE,475320,MCX
SILVER26MAR26149250PE,475322,MCX
SILVER26MAR26150000PE,475325,MCX
SILVER24APR26149250PE,475330,MCX
SILVER24APR26149750PE,475332,MCX
SILVER24APR26150000PE,475333,MCX
SILVER28JUL26152750PE,475357,MCX
SILVERM28OCT25146250CE,475385,MCX
SILVERM26MAR26148250CE,475421,MCX
SILVER28AUG26153500PE,475379,MCX
SILVERM24DEC25148000CE,475403,MCX
SILVERM26MAR26149500CE,475426,MCX
SILVERM21APR26148500CE,475431,MCX
SILVERM26MAY26151750CE,475444,MCX
SILVERM26MAY26152000CE,475445,MCX
SILVERM19JUN26152250CE,475454,MCX
SILVERM28JUL26152000CE,475455,MCX
SILVERM24AUG26153500CE,475469,MCX
SILVERM24AUG26153750CE,475470,MCX
SILVERM19NOV25146000PE,475482,MCX
SILVERM27JAN26147500PE,475499,MCX
SILVERM27JAN26148000PE,475501,MCX
SILVERM18FEB26146750PE,475504,MCX
SILVERM26MAR26149500PE,475516,MCX
SILVERM26MAR26149750PE,475517,MCX
SILVERM21APR26149000PE,475523,MCX
SILVERM24AUG26153250PE,475558,MCX
NATGASMINI23DEC25345CE,475565,MCX
NATGASMINI23DEC25340CE,475566,MCX
NATGASMINI23DEC25385CE,475578,MCX
NATGASMINI23DEC25445CE,475590,MCX
NATGASMINI23DEC25315PE,475601,MCX
NATGASMINI23DEC25380PE,475607,MCX
NATGASMINI23DEC25395PE,475610,MCX
CRUDEOIL17NOV257050CE,475621,MCX
GOLD27MAY26123000CE,475636,MCX
GOLD30JUN26123800CE,475639,MCX
GOLD24MAR26122100PE,475653,MCX
GOLD27MAY26123200PE,475660,MCX
SILVER28OCT25152000CE,475690,MCX
SILVER26NOV25149750CE,475701,MCX
SILVER24DEC25150000CE,475716,MCX
SILVER24DEC25151500CE,475722,MCX
SILVER27JAN26149000CE,475731,MCX
SILVER27JAN26149250CE,475732,MCX
SILVER27JAN26150750CE,475738,MCX
SILVER27JAN26152000CE,475743,MCX
SILVER27JAN26152500CE,475745,MCX
SILVER24FEB26149000CE,475750,MCX
SILVER24FEB26149250CE,475751,MCX
SILVER24FEB26149500CE,475752,MCX
SILVER24FEB26150500CE,475756,MCX
SILVER26MAR26153250CE,475779,MCX
SILVER24APR26151500CE,475791,MCX
SILVER24APR26152250CE,475794,MCX
SILVER24APR26152750CE,475796,MCX
SILVER26MAY26153750CE,475815,MCX
SILVER24JUN26152000CE,475822,MCX
SILVER28OCT25147250PE,475852,MCX
SILVER28OCT25147750PE,475854,MCX
SILVER28OCT25150750PE,475866,MCX
SILVER26NOV25150250PE,475884,MCX
SILVER26NOV25151750PE,475890,MCX
SILVER24DEC25150250PE,475898,MCX
SILVER27JAN26151750PE,475923,MCX
SILVER27JAN26152250PE,475925,MCX
SILVER24FEB26150000PE,475935,MCX
SILVER24FEB26151750PE,475942,MCX
SILVER24FEB26153000PE,475947,MCX
SILVER24FEB26153250PE,475948,MCX
SILVER26MAR26153250PE,475960,MCX
SILVER26MAR26154250PE,475964,MCX
SILVERM28OCT25148250CE,476037,MCX
SILVERM19NOV25147250CE,476052,MCX
SILVERM19NOV25148000CE,476055,MCX
SILVERM24DEC25151000CE,476081,MCX
SILVERM24DEC25152500CE,476087,MCX
SILVERM27JAN26149500CE,476095,MCX
SILVERM18FEB26150000CE,476117,MCX
SILVERM18FEB26151250CE,476122,MCX
SILVERM18FEB26152750CE,476128,MCX
SILVERM26MAR26153500CE,476143,MCX
SILVERM21APR26151750CE,476155,MCX
SILVERM21APR26152750CE,476159,MCX
SILVERM21APR26153500CE,476162,MCX
SILVERM26MAY26153250CE,476172,MCX
SILVERM26MAY26155500CE,476181,MCX
SILVERM26MAY26156250CE,476184,MCX
SILVERM26MAY26157000CE,476187,MCX
SILVERM28JUL26155750CE,476214,MCX
SILVERM28JUL26157000CE,476219,MCX
SILVERM28JUL26157250CE,476220,MCX
SILVERM28JUL26157500CE,476221,MCX
SILVERM24AUG26155500CE,476229,MCX
SILVERM28OCT25149750PE,476249,MCX
SILVERM28OCT25150750PE,476253,MCX
SILVERM19NOV25151000PE,476273,MCX
SILVERM19NOV25151500PE,476275,MCX
SILVERM24DEC25148750PE,476278,MCX
SILVERM24DEC25151250PE,476288,MCX
SILVERM24DEC25151500PE,476289,MCX
SILVERM24DEC25152000PE,476291,MCX
SILVERM27JAN26148750PE,476298,MCX
SILVERM27JAN26152250PE,476312,MCX
SILVERM26MAR26151000PE,476339,MCX
SILVERM26MAR26153000PE,476347,MCX
SILVERM26MAR26153250PE,476348,MCX
SILVERM26MAR26154750PE,476354,MCX
SILVERM21APR26154250PE,476371,MCX
SILVERM26MAY26155500PE,476387,MCX
SILVERM26MAY26156000PE,476389,MCX
SILVERM19JUN26155750PE,476407,MCX
SILVERM19JUN26156250PE,476409,MCX
SILVERM19JUN26156750PE,476411,MCX
SILVERM19JUN26153750PE,476399,MCX
SILVERM28JUL26154750PE,476416,MCX
SILVERM28JUL26155750PE,476420,MCX
SILVERM28JUL26157500PE,476427,MCX
SILVERM24AUG26155000PE,476433,MCX
SILVERM24AUG26155750PE,476436,MCX
COPPER24OCT25985CE,476465,MCX
COPPER24OCT25990CE,476466,MCX
COPPER24OCT25985PE,476474,MCX
GOLD31OCT25120800CE,476491,MCX
GOLD31OCT25121200CE,476495,MCX
GOLD31DEC25121100CE,476511,MCX
GOLD27JAN26121500CE,476530,MCX
GOLD27JAN26121600CE,476531,MCX
GOLD27FEB26122300CE,476541,MCX
GOLD27FEB26123600CE,476554,MCX
GOLD24MAR26122300CE,476556,MCX
GOLD29JUL26124200CE,476592,MCX
GOLD31OCT25120800PE,476607,MCX
GOLD26NOV25121000PE,476623,MCX
GOLD31DEC25121500PE,476631,MCX
GOLD27JAN26121200PE,476643,MCX
GOLD27JAN26122000PE,476651,MCX
GOLD27JAN26122100PE,476652,MCX
GOLD27JAN26122400PE,476655,MCX
GOLD27JAN26122500PE,476656,MCX
GOLD27FEB26123500PE,476669,MCX
GOLD27FEB26123700PE,476671,MCX
GOLD24MAR26123200PE,476681,MCX
GOLD30APR26123300PE,476687,MCX
GOLD30APR26123500PE,476689,MCX
GOLDM29OCT25119500CE,476716,MCX
GOLDM28NOV25120000CE,476729,MCX
GOLDM28NOV25120400CE,476733,MCX
GOLDM28NOV25120700CE,476736,MCX
GOLDM28NOV25120800CE,476737,MCX
GOLDM28NOV25121000CE,476739,MCX
GOLDM29OCT25120200PE,476752,MCX
GOLDM28NOV25120200PE,476760,MCX
GOLDM28NOV25120400PE,476762,MCX
GOLDM28NOV25120500PE,476763,MCX
SILVER24APR26155750CE,476808,MCX
SILVER24DEC25153750CE,476782,MCX
SILVER27JAN26154250CE,476790,MCX
SILVER24FEB26154500CE,476797,MCX
SILVER26MAY26156750CE,476820,MCX
SILVER28JUL26160000CE,476862,MCX
SILVER28AUG26158500CE,476873,MCX
SILVER28AUG26159500CE,476877,MCX
SILVER24JUN26157750CE,476841,MCX
SILVER28AUG26160000CE,476879,MCX
SILVER24APR26155750PE,476916,MCX
SILVER24APR26156000PE,476917,MCX
SILVER28JUL26156750CE,476849,MCX
SILVER28JUL26158500CE,476856,MCX
SILVER28JUL26158750CE,476857,MCX
SILVER28OCT25152500PE,476882,MCX
SILVER24DEC25154750PE,476894,MCX
SILVER27JAN26153500PE,476895,MCX
SILVER27JAN26154000PE,476897,MCX
SILVER24FEB26154500PE,476905,MCX
SILVER24FEB26154750PE,476906,MCX
SILVER24APR26156500PE,476919,MCX
SILVER24JUN26156750PE,476945,MCX
SILVER28JUL26156250PE,476955,MCX
SILVER28AUG26158250PE,476980,MCX
SILVERM28OCT25152750CE,476992,MCX
SILVERM18FEB26153750CE,477014,MCX
SILVERM26MAR26155250CE,477019,MCX
SILVERM21APR26155250CE,477027,MCX
SILVERM21APR26156000CE,477030,MCX
SILVERM21APR26157000CE,477034,MCX
SILVERM26MAY26157500CE,477036,MCX
SILVERM26MAY26159250CE,477043,MCX
SILVERM19JUN26158500CE,477049,MCX
SILVERM19JUN26158750CE,477050,MCX
SILVERM24AUG26158750CE,477067,MCX
SILVERM24AUG26160000CE,477072,MCX
SILVERM24AUG26160250CE,477073,MCX
SILVERM28OCT25152500PE,477077,MCX
SILVERM18FEB26154500PE,477103,MCX
SILVERM26MAR26156500PE,477110,MCX
SILVERM26MAR26156750PE,477111,MCX
SILVERM21APR26156750PE,477119,MCX
SILVERM26MAY26158500PE,477126,MCX
SILVERM19JUN26158000PE,477133,MCX
SILVERM24AUG26158250PE,477151,MCX
SILVERM24AUG26158750PE,477153,MCX
SILVERM24AUG26160250PE,477159,MCX
ELECDMBL30JAN26FUT,477185,MCX
COPPER22JAN261000CE,477198,MCX
COPPER22JAN26960PE,477201,MCX
COPPER22JAN26990PE,477210,MCX
GOLD31OCT25121500CE,477215,MCX
GOLD31OCT25121800CE,477218,MCX
GOLD31OCT25121900CE,477219,MCX
GOLD26NOV25121700CE,477227,MCX
GOLD27JAN26123300CE,477250,MCX
GOLD27FEB26123800CE,477252,MCX
GOLD27FEB26124400CE,477258,MCX
GOLD27FEB26124600CE,477260,MCX
GOLD24MAR26124200CE,477267,MCX
GOLD24MAR26124300CE,477268,MCX
GOLD24MAR26124400CE,477269,MCX
GOLD30APR26124300CE,477277,MCX
GOLD27MAY26124700CE,477294,MCX
GOLD27MAY26124800CE,477295,MCX
GOLD27MAY26125000CE,477297,MCX
GOLD30JUN26125500CE,477306,MCX
GOLD30JUN26125700CE,477308,MCX
GOLD30JUN26127100CE,477322,MCX
GOLD30JUN26127700CE,477328,MCX
GOLD29JUL26126300CE,477343,MCX
GOLD29JUL26126500CE,477345,MCX
GOLD29JUL26127300CE,477353,MCX
GOLD29JUL26127600CE,477356,MCX
GOLD26NOV25121600PE,477370,MCX
GOLD27JAN26123000PE,477391,MCX
GOLD27FEB26124400PE,477402,MCX
GOLD27FEB26124800PE,477406,MCX
GOLD30APR26124400PE,477422,MCX
GOLD30APR26124600PE,477424,MCX
GOLD27MAY26124100PE,477432,MCX
GOLD27MAY26124200PE,477433,MCX
GOLD27MAY26124900PE,477440,MCX
GOLD30JUN26127100PE,477466,MCX
GOLD27MAY26125200PE,477443,MCX
GOLD30JUN26125300PE,477448,MCX
GOLD30JUN26126900PE,477464,MCX
GOLD30JUN26127500PE,477470,MCX
GOLD29JUL26126100PE,477485,MCX
GOLDM29OCT25120900CE,477503,MCX
GOLDM29OCT25121100CE,477505,MCX
GOLDM29OCT25121200CE,477506,MCX
GOLDM29OCT25121400CE,477508,MCX
GOLDM29OCT25121400PE,477526,MCX
GOLDM28NOV25121900PE,477533,MCX
ZINC22JAN26275CE,477544,MCX
ZINC22JAN26297.5CE,477550,MCX
GOLD31OCT25122400CE,477572,MCX
GOLD31OCT25122500CE,477573,MCX
GOLD27JAN26123500CE,477583,MCX
GOLD27FEB26125000CE,477589,MCX
GOLD27JAN26123700PE,477611,MCX
GOLD27JAN26123800PE,477612,MCX
GOLD27FEB26124900PE,477614,MCX
GOLDM28NOV25122600PE,477637,MCX
NATURALGAS20NOV25430CE,477638,MCX
SILVER28OCT25153500CE,477647,MCX
SILVER28OCT25154750CE,477652,MCX
SILVER26MAR26157000CE,477678,MCX
SILVER26NOV25153500CE,477654,MCX
SILVER26NOV25154500CE,477658,MCX
SILVER26MAR26158000CE,477682,MCX
SILVER26MAY26159750CE,477690,MCX
SILVER26MAY26160250CE,477692,MCX
SILVER24JUN26159250CE,477695,MCX
SILVER28JUL26160500CE,477702,MCX
SILVER28OCT25153500PE,477709,MCX
SILVER26NOV25153750PE,477717,MCX
SILVER27JAN26155250PE,477729,MCX
SILVER27JAN26155500PE,477730,MCX
SILVER26MAR26157750PE,477743,MCX
SILVER26MAR26158000PE,477744,MCX
SILVER24APR26158000PE,477749,MCX
SILVER28JUL26160500PE,477764,MCX
SILVERM28OCT25154500CE,477774,MCX
SILVERM27JAN26155500CE,477790,MCX
SILVERM18FEB26155250CE,477795,MCX
SILVERM18FEB26155750CE,477797,MCX
SILVERM26MAR26158250CE,477804,MCX
SILVERM21APR26158000CE,477808,MCX
SILVERM21APR26158250CE,477809,MCX
SILVERM26MAY26159500CE,477810,MCX
SILVERM26MAY26160250CE,477813,MCX
SILVERM27JAN26155750PE,477851,MCX
SILVERM26MAR26157750PE,477862,MCX
SILVERM21APR26158250PE,477869,MCX
NATGASMINI20NOV25430CE,477896,MCX
NATGASMINI20NOV25435PE,477901,MCX
NATGASMINI23DEC25455PE,477902,MCX
COPPER21NOV251010CE,477914,MCX
COPPER22JAN261025CE,477928,MCX
COPPER22JAN261030CE,477929,MCX
GOLD31OCT25122900CE,477959,MCX
GOLD26NOV25123000CE,477965,MCX
GOLD31DEC25124000CE,477967,MCX
GOLD27FEB26125500CE,477976,MCX
GOLD30APR26125300CE,477983,MCX
GOLD30APR26125400CE,477984,MCX
GOLD30APR26125500CE,477985,MCX
GOLD30APR26125700CE,477987,MCX
GOLD30APR26126500CE,477995,MCX
GOLD31OCT25123100PE,478017,MCX
GOLD26NOV25123000PE,478021,MCX
GOLD31DEC25124000PE,478023,MCX
GOLD30APR26125800PE,478044,MCX
GOLD30APR26126200PE,478048,MCX
GOLDM29OCT25122300CE,478071,MCX
GOLDM28NOV25122800CE,478074,MCX
GOLDM29DEC25118400CE,478081,MCX
GOLDM29DEC25117400CE,478091,MCX
GOLDM29DEC25115900CE,478106,MCX
